restaurant_name,location,cuisines,rate,approx_cost_for_two,online_order,book_table,price_segment,rating_category
Paradise,Indiranagar,"Biryani, North Indian, Kebab",4.0,800,Yes,No,Mid,High Rating
Maravanthe,Indiranagar,"Seafood, Mangalorean",4.4,1000,Yes,Yes,Mid,High Rating
VSV Chettinad,Kaggadasapura,"Chettinad, South Indian, Chinese, Seafood, Rolls, North Indian",3.3,600,Yes,No,Mid,Average
New Punjabi Hotel,Old Airport Road,"North Indian, Chinese",3.2,400,Yes,No,Low,Average
Hongkong Garden,Kaggadasapura,"Chinese, Thai, Seafood, Momos",3.9,500,Yes,No,Low,Average
Dindigul Thalappakatti,Indiranagar,"Biryani, Chinese, North Indian, South Indian",4.2,800,Yes,No,Mid,High Rating
KFC,Old Airport Road,"Burger, Fast Food",3.9,400,Yes,No,Low,Average
Potful,Domlur,"Biryani, Kebab, Rolls, Mughlai",4.1,650,Yes,No,Mid,High Rating
Beijing Bites,Jeevan Bhima Nagar,"Chinese, Thai",3.2,850,Yes,No,Mid,Average
Hyderabad Biryaani House,Old Airport Road,"Biryani, North Indian, Chinese",3.9,700,Yes,No,Mid,Average
Kya Khaoge,Old Airport Road,"North Indian, Chinese",3.8,300,Yes,No,Low,Average
Andal Mess,Indiranagar,"South Indian, North Indian",3.2,300,Yes,No,Low,Average
Bathinda Dine,Indiranagar,North Indian,4.1,950,Yes,No,Mid,High Rating
Django,Indiranagar,"Beverages, Italian, Pizza, Burger",4.0,800,Yes,Yes,Mid,High Rating
B.M.W - Bhookh Mitaane Wala,Koramangala 1st Block,"North Indian, South Indian, Chinese",3.7,500,Yes,No,Low,Average
Donne Biriyani Mane,Indiranagar,"Biryani, Mughlai",3.8,350,Yes,No,Low,Average
Taco Bell,Indiranagar,"Mexican, American, Fast Food",4.1,600,Yes,No,Mid,High Rating
Bhookha Sher,Old Airport Road,"North Indian, Fast Food",3.2,350,Yes,No,Low,Average
Green Pepper,Jeevan Bhima Nagar,"Seafood, South Indian, Chinese, Kerala",3.9,600,Yes,No,Mid,Average
Punjabi's Food Corner,CV Raman Nagar,"North Indian, Chinese",3.6,250,Yes,No,Low,Average
Hungree Belly,Kaggadasapura,"Continental, North Indian, Chinese, Bengali",3.9,800,Yes,Yes,Mid,Average
Aathurar,Jeevan Bhima Nagar,"Chettinad, Biryani, South Indian, Seafood",3.3,600,Yes,No,Mid,Average
Moonlight Kitchens,Old Airport Road,"North Indian, Chinese",3.9,400,Yes,No,Low,Average
Delhi Highway,Indiranagar,"North Indian, Mughlai",4.4,1500,Yes,Yes,Premium,High Rating
Pot Biryani,Domlur,"North Indian, Chinese, Biryani, Seafood",3.9,600,Yes,No,Mid,Average
Asha Sweets Center,Indiranagar,Street Food,4.1,200,Yes,No,Low,High Rating
Plantain Leaf,Thippasandra,"Andhra, Chinese, North Indian, Biryani",3.9,600,Yes,No,Mid,Average
Onesta,Indiranagar,"Pizza, Cafe, Italian",4.3,600,Yes,Yes,Mid,High Rating
Sri Udupi Park,Old Airport Road,"South Indian, North Indian, Chinese, Beverages",3.7,300,Yes,No,Low,Average
Cheesy Juicy Burgers,Indiranagar,"Fast Food, Burger, Sandwich, Beverages",3.8,300,Yes,No,Low,Average
Night Food Joint,Marathahalli,"North Indian, Chinese",2.8,500,Yes,No,Low,Low Rating
Namma Madurai,Kaggadasapura,South Indian,3.0,200,Yes,No,Low,Average
The Chocolate Heaven,Old Airport Road,"Desserts, Cafe, Italian, Beverages",3.8,700,Yes,No,Mid,Average
Vietnamese Kitchen,Indiranagar,"Chinese, Vietnamese, Momos, Thai",4.1,800,Yes,Yes,Mid,High Rating
The Charcoal Factory,Koramangala 6th Block,"Burger, Pizza, Momos",4.1,600,Yes,No,Mid,High Rating
Brownie Heaven,Indiranagar,Desserts,4.3,300,Yes,No,Low,High Rating
Chai Point,Indiranagar,"Fast Food, Beverages",4.3,250,Yes,No,Low,High Rating
Rannaghar,Jeevan Bhima Nagar,"North Indian, Bengali, Chinese",3.9,600,Yes,No,Mid,Average
Shalimar,Indiranagar,"North Indian, Chinese, Seafood",4.0,700,Yes,No,Mid,High Rating
Pizza Hut,Indiranagar,"Pizza, Fast Food",3.7,750,Yes,No,Mid,Average
Imperial Restaurant,Indiranagar,"North Indian, Chinese, Mughlai, Seafood",3.9,800,Yes,No,Mid,Average
PurpleBasil.in,Indiranagar,"Healthy Food, Desserts",4.4,500,Yes,No,Low,High Rating
The Biryanis,Jeevan Bhima Nagar,"Andhra, Biryani, North Indian",3.8,500,Yes,No,Low,Average
Kokomo,Koramangala 6th Block,"Thai, Chinese",4.0,500,Yes,No,Low,High Rating
The Fatty Bao - Asian Gastro Bar,Indiranagar,"Japanese, Sushi, Asian",4.6,1200,Yes,No,Premium,High Rating
Coast,Jeevan Bhima Nagar,"Seafood, Mangalorean, North Indian, Biryani",3.2,750,Yes,No,Mid,Average
Feel@Home,Marathahalli,"North Indian, Chinese",3.6,300,Yes,No,Low,Average
PreRit's Food Factory,Indiranagar,"North Indian, Chinese",3.7,300,Yes,No,Low,Average
Nite Out,Koramangala 4th Block,"North Indian, Chinese, Biryani",4.0,500,Yes,No,Low,High Rating
Thai Chy,Indiranagar,"Thai, Asian, Indonesian",4.3,1200,Yes,Yes,Premium,High Rating
Bombay Sandwich Company,Indiranagar,"Sandwich, Beverages",3.0,400,Yes,No,Low,Average
Nando's,Indiranagar,"Portuguese, Wraps, Burger, Salad",4.3,1200,Yes,No,Premium,High Rating
Indiana Burgers,Domlur,Burger,3.2,300,Yes,No,Low,Average
Seafood Place,Indiranagar,"Chinese, North Indian, Kerala, Mangalorean, Seafood",4.1,800,Yes,No,Mid,High Rating
The Pizza Bakery,Indiranagar,"Italian, Pizza, Beverages",4.8,1200,Yes,Yes,Premium,High Rating
Smoke House Deli,Indiranagar,"European, Italian, Desserts, Salad, Juices, Steak",4.6,1600,Yes,Yes,Premium,High Rating
Bangalore Mandarin,Indiranagar,"Chinese, Seafood",4.2,1100,Yes,No,Premium,High Rating
Biryani Trip,Indiranagar,Biryani,4.0,400,Yes,No,Low,High Rating
Srinidhi Sagar,Old Airport Road,"South Indian, North Indian, Chinese",3.9,250,Yes,No,Low,Average
Eatsomnia,Koramangala 1st Block,"North Indian, South Indian, Chinese, Continental",3.5,500,Yes,No,Low,Average
Smally's Resto Cafe,Indiranagar,"Cafe, Italian, Burger, American, Steak",4.1,650,Yes,No,Mid,High Rating
Healthie,Indiranagar,"Healthy Food, Beverages",3.9,600,Yes,No,Mid,Average
Andhra Ruchulu,Old Airport Road,"Andhra, North Indian",4.0,400,Yes,No,Low,High Rating
Smoor,Indiranagar,"Desserts, Cafe, Beverages",4.6,900,Yes,No,Mid,High Rating
Mota Bawarchi,Indiranagar,"North Indian, Fast Food",3.8,500,Yes,No,Low,Average
Lassi Shop,Jeevan Bhima Nagar,"Beverages, Juices, Ice Cream",4.0,100,Yes,No,Low,High Rating
Suryawanshi,Indiranagar,"Seafood, Maharashtrian",4.1,700,Yes,No,Mid,High Rating
Delicacy,Jeevan Bhima Nagar,"Chinese, Thai, Momos",3.9,500,Yes,No,Low,Average
The Waffles Hut,Indiranagar,Desserts,4.0,400,Yes,No,Low,High Rating
Krispy Kreme,Indiranagar,"Desserts, Beverages",4.1,300,Yes,No,Low,High Rating
Subway,CV Raman Nagar,"Healthy Food, Sandwich, Salad",3.6,500,Yes,No,Low,Average
Just Khao Suey,Indiranagar,Burmese,4.0,600,Yes,No,Mid,High Rating
Mainland China,Indiranagar,Chinese,4.4,1700,Yes,Yes,Premium,High Rating
Faasos,Thippasandra,"North Indian, Biryani, Fast Food",4.1,500,Yes,No,Low,High Rating
BFC Family Restaurant,Kaggadasapura,"North Indian, Biryani, Chinese, Rolls",3.2,600,Yes,No,Mid,Average
Anand Sweets and Savouries,Old Airport Road,"Mithai, Fast Food",4.0,400,Yes,No,Low,High Rating
Annabell,Indiranagar,"Fast Food, Burger, Beverages",4.0,800,Yes,No,Mid,High Rating
Urban Tamaasha,Indiranagar,"North Indian, Chinese, Continental",4.1,1200,Yes,Yes,Premium,High Rating
Salt Mango Tree,Indiranagar,Kerala,4.2,800,Yes,Yes,Mid,High Rating
Burma Burma,Indiranagar,"Asian, Burmese",4.7,1500,Yes,No,Premium,High Rating
Pizza Stop,Domlur,"Pizza, Italian",3.2,600,Yes,No,Mid,Average
Pasta Street,Indiranagar,"Italian, Pizza, Salad",4.5,1300,Yes,Yes,Premium,High Rating
Keventers,Indiranagar,"Beverages, Desserts, Ice Cream",4.0,400,Yes,No,Low,High Rating
Mani's Dum Biryani,Jeevan Bhima Nagar,"Biryani, Andhra",4.0,750,Yes,No,Mid,High Rating
Kick Out the Jams,Ejipura,"Burger, American, Italian",4.0,350,Yes,No,Low,High Rating
Cup Chronicles Cafe,Indiranagar,"Continental, Desserts, Beverages",3.9,450,Yes,Yes,Low,Average
Crunch Pizzas - Express Delivery,Indiranagar,Pizza,3.0,500,Yes,No,Low,Average
Tata Cha,Indiranagar,"Cafe, Tea, North Indian",3.9,500,Yes,No,Low,Average
Dhaba - Estd 1986 Delhi,Indiranagar,"North Indian, Mughlai, Desserts",4.4,1500,Yes,Yes,Premium,High Rating
Karachi Bakery,Indiranagar,"Bakery, Fast Food, Beverages, Desserts",3.9,500,Yes,No,Low,Average
Coastal Delight,Indiranagar,"Seafood, South Indian, North Indian, Mangalorean, Chinese",4.1,650,Yes,No,Mid,High Rating
Snacks Joint,Jeevan Bhima Nagar,Fast Food,3.7,150,Yes,No,Low,Average
Le Casse CroÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ»te,Thippasandra,"Fast Food, Sandwich",4.4,800,Yes,No,Mid,High Rating
Monkey Bar,Indiranagar,"American, Asian, European, North Indian",4.3,1400,Yes,No,Premium,High Rating
Little Kolkata,Ejipura,"Bengali, North Indian",3.9,500,Yes,No,Low,Average
Thunder Fried Chicken,Jeevan Bhima Nagar,"North Indian, Biryani, Mughlai, Rolls",3.6,350,Yes,No,Low,Average
Cita Pani,Indiranagar,"Biryani, North Indian, Arabian",3.8,350,Yes,Yes,Low,Average
Mama Mia!,Indiranagar,"Desserts, Cafe",4.3,400,Yes,No,Low,High Rating
Glen's Bakehouse,Indiranagar,"Bakery, Cafe, Italian, Desserts",4.3,600,Yes,No,Mid,High Rating
Not Just Parathas,Kaggadasapura,"North Indian, Chinese",3.8,500,Yes,No,Low,Average
Roll Er Dokaan,Jeevan Bhima Nagar,"Street Food, Rolls",3.9,300,Yes,No,Low,Average
Gokul Kuteera,Indiranagar,"North Indian, Chinese",3.9,650,Yes,No,Mid,Average
Gowdru Hotel,Indiranagar,South Indian,3.9,400,Yes,No,Low,Average
Stoner,Indiranagar,"Ice Cream, Pizza, Beverages",4.4,550,Yes,No,Mid,High Rating
No More Hungry,Jeevan Bhima Nagar,North Indian,3.3,450,Yes,No,Low,Average
Dhyaana,Indiranagar,"Cafe, Healthy Food, Fast Food, Beverages",4.3,600,Yes,No,Mid,High Rating
Frozen Bottle,Indiranagar,"Beverages, Desserts, Ice Cream",4.1,400,Yes,No,Low,High Rating
Roll Over,Indiranagar,"Ice Cream, Beverages, Fast Food",4.2,500,Yes,No,Low,High Rating
Cafe Grill,Jeevan Bhima Nagar,"Chinese, North Indian, Rolls",4.1,300,Yes,No,Low,High Rating
Taiki,Indiranagar,"Asian, Japanese, Korean, Thai, Sushi",4.4,1200,Yes,Yes,Premium,High Rating
Thai House,Indiranagar,Thai,4.2,1500,Yes,No,Premium,High Rating
Bombay Brasserie,Indiranagar,Modern Indian,4.4,1800,Yes,No,Premium,High Rating
Ovenstory Pizza,Old Airport Road,Pizza,4.0,800,Yes,No,Mid,High Rating
Gobble Up Churros Cafe,Indiranagar,"Street Food, Continental, Mexican, Beverages, Cafe, Desserts, Spanish",4.3,400,Yes,No,Low,High Rating
Under The Tree,Domlur,"Desserts, Juices, Fast Food",3.0,200,Yes,No,Low,Average
Treat,Indiranagar,"North Indian, Mughlai",3.9,800,Yes,No,Mid,Average
Aagaman Veg,Indiranagar,"North Indian, Chinese, South Indian",4.0,900,Yes,No,Mid,High Rating
Jonah's,Indiranagar,"Italian, Seafood, American, Continental",4.1,1100,Yes,Yes,Premium,High Rating
Crunch Pizzas,Domlur,"Italian, Pizza",2.9,600,Yes,No,Mid,Low Rating
Tea Brew,Indiranagar,"Cafe, Continental, Momos, Italian, North Indian",4.1,500,Yes,No,Low,High Rating
InnerChef,Indiranagar,"North Indian, Continental",3.7,500,Yes,No,Low,Average
Bob's Restaurant,Jeevan Bhima Nagar,"North Indian, Chinese",4.0,500,Yes,No,Low,High Rating
Hotel Karavali,Jeevan Bhima Nagar,"Biryani, North Indian, Mangalorean, Seafood",3.7,450,Yes,No,Low,Average
Imli,Indiranagar,"North Indian, Street Food",3.8,800,Yes,No,Mid,Average
Sabari Juice Junction,Jeevan Bhima Nagar,"Beverages, Sandwich",4.1,250,Yes,No,Low,High Rating
Chung Wah Express,Indiranagar,"Chinese, Thai, Momos, Vietnamese",2.8,600,Yes,No,Mid,Low Rating
Mamagoto,Indiranagar,"Asian, Thai, Chinese, BBQ, Momos",4.4,1600,Yes,Yes,Premium,High Rating
One Chu Restaurant,Old Airport Road,"Chinese, Momos",3.9,600,Yes,No,Mid,Average
All Shook Up!,Domlur,"Desserts, Beverages",3.9,300,Yes,No,Low,Average
Grill Hut,Kaggadasapura,"Fast Food, Rolls",3.6,350,Yes,No,Low,Average
Malabar,Jeevan Bhima Nagar,"Kerala, Seafood, Biryani",3.0,400,Yes,No,Low,Average
Mood For Food,Jeevan Bhima Nagar,"North Indian, Biryani",4.0,800,Yes,No,Mid,High Rating
New Tandoor,CV Raman Nagar,"North Indian, Chinese, Mughlai, Rolls",3.5,550,Yes,No,Mid,Average
Taza Tawa,Jeevan Bhima Nagar,"North Indian, Chinese, Kebab, Beverages",3.8,550,Yes,No,Mid,Average
Cafe Coffee Day,Indiranagar,"Cafe, Fast Food",3.7,900,Yes,No,Mid,Average
The Belgian Waffle Co.,Indiranagar,"Desserts, Beverages",4.0,350,Yes,No,Low,High Rating
Biggies Burger 'n' More,Indiranagar,"Cafe, Burger, Fast Food",4.3,400,Yes,No,Low,High Rating
Chung's Chinese Corner,Indiranagar,"Chinese, Asian, American, Seafood",2.7,600,Yes,No,Mid,Low Rating
Raat Ki Rani,Jeevan Bhima Nagar,"Fast Food, North Indian",4.3,400,Yes,No,Low,High Rating
Nizaam's Kaati Rolls & Kebabs,Jeevan Bhima Nagar,"Street Food, North Indian, Rolls",3.7,450,Yes,No,Low,Average
Fullyfilled,Indiranagar,"Fast Food, Chinese, Lebanese",4.0,200,Yes,No,Low,High Rating
Venus Biryani,Domlur,"Biryani, Chinese",3.1,200,Yes,No,Low,Average
Ibaco,Indiranagar,Desserts,4.0,300,Yes,No,Low,High Rating
Kobe Sizzlers,Indiranagar,"American, Continental, Fast Food, Steak",4.1,1500,Yes,Yes,Premium,High Rating
Dakshin Biryani & Tiffin,Indiranagar,"Andhra, South Indian, North Indian",3.4,550,Yes,No,Mid,Average
Mother's Meal,CV Raman Nagar,North Indian,3.8,200,Yes,No,Low,Average
Asaivam Restaurant,Indiranagar,"Chettinad, South Indian",4.0,750,Yes,No,Mid,High Rating
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Secret Alley,Indiranagar,"Cafe, Fast Food, Chinese",3.9,450,Yes,No,Low,Average
The Yogisthaan Cafe,Indiranagar,"Cafe, Healthy Food, Salad, Beverages",4.2,600,Yes,No,Mid,High Rating
Peace Restaurant,Indiranagar,"Chinese, Tibetan, North Indian",2.7,500,Yes,No,Low,Low Rating
Red Chilliez,Thippasandra,"North Indian, Chinese, Seafood, Mangalorean",3.5,650,Yes,No,Mid,Average
The Twisted Desi,Indiranagar,"Continental, Italian, North Indian, Chinese",3.904002259690596,1000,Yes,Yes,Mid,Average
GMT - Gelateria Montecatini Terme,Indiranagar,"Desserts, Ice Cream",4.4,300,Yes,No,Low,High Rating
Chapati House,Ejipura,North Indian,3.9,300,Yes,No,Low,Average
Oye Amritsar,Indiranagar,North Indian,3.9,600,Yes,Yes,Mid,Average
Srinathji's,Indiranagar,"Street Food, Chinese, Italian, North Indian",3.6,800,Yes,Yes,Mid,Average
Little Italy,Indiranagar,"Italian, Pizza, Mexican",4.2,1400,Yes,Yes,Premium,High Rating
Le Gateau - The Cake Shop,Old Airport Road,"Desserts, Bakery",4.4,600,Yes,No,Mid,High Rating
Gooey & Fluffy,Thippasandra,"Desserts, Bakery",3.9,200,Yes,No,Low,Average
Tayabbs,Indiranagar,"Rolls, North Indian, Fast Food",4.0,500,Yes,No,Low,High Rating
Stuffd,Old Airport Road,"Continental, North Indian",3.8,500,Yes,No,Low,Average
Grubhouse,Indiranagar,"Cafe, Continental",4.1,800,Yes,No,Mid,High Rating
3 Leafs,Kaggadasapura,"North Indian, South Indian, Chinese",3.7,600,Yes,No,Mid,Average
Pulimunchi,Indiranagar,"Mangalorean, Seafood",4.3,1000,Yes,Yes,Mid,High Rating
World In A Bowl,Indiranagar,"Continental, North Indian, Desserts, Beverages",2.9,600,Yes,No,Mid,Low Rating
A2B - Adyar Ananda Bhavan,Indiranagar,"South Indian, North Indian, Chinese, Street Food, Fast Food",3.0,400,Yes,No,Low,Average
Sethji Home Made Food,Indiranagar,North Indian,3.5,350,Yes,No,Low,Average
Chillikum,Indiranagar,North Indian,3.6,350,Yes,No,Low,Average
Rahhams,Old Airport Road,"Mughlai, North Indian, Chinese",2.8,700,Yes,No,Mid,Low Rating
The Ganache Factory,Domlur,"Desserts, Bakery",4.1,400,Yes,No,Low,High Rating
Tunday Kababi,Indiranagar,"Lucknowi, Mughlai",3.8,500,Yes,No,Low,Average
Kitchen of Joy,Indiranagar,"Fast Food, Bengali, Rolls",4.2,400,Yes,No,Low,High Rating
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Indiranagar,Continental,3.1,500,Yes,No,Low,Average
Bekal,Jeevan Bhima Nagar,"Kerala, Mangalorean, Seafood",4.0,700,Yes,No,Mid,High Rating
Mid Night Hunting,Ejipura,"Fast Food, Italian",3.7,300,Yes,No,Low,Average
Singh Saab,Indiranagar,"North Indian, Chinese, Mughlai",3.7,800,Yes,No,Mid,Average
Shaap,Indiranagar,"Kerala, Seafood",4.0,500,Yes,No,Low,High Rating
Peacock,Indiranagar,"North Indian, BBQ, Mughlai",4.0,1200,Yes,Yes,Premium,High Rating
Laddoos,Jeevan Bhima Nagar,"North Indian, Street Food, Mithai",2.9,250,Yes,No,Low,Low Rating
McDonald's,Old Airport Road,"Burger, Fast Food",3.0,500,Yes,No,Low,Average
Kanti Sweets,Indiranagar,"Mithai, Street Food",4.0,400,Yes,No,Low,High Rating
Longlive Pizza,Kaggadasapura,"Pizza, Fast Food",3.2,400,Yes,No,Low,Average
Bite Me Cupcakes,Indiranagar,Desserts,4.2,300,Yes,No,Low,High Rating
Bhavani Sri,Indiranagar,"Chinese, North Indian",3.0,600,Yes,No,Mid,Average
Wangs Kitchen,Indiranagar,Chinese,2.5,700,Yes,No,Mid,Low Rating
Copper Chimney,Indiranagar,"North Indian, Biryani",4.2,1200,Yes,Yes,Premium,High Rating
S.W.A.T Food Truck,East Bangalore,"American, Fast Food",3.7,450,Yes,No,Low,Average
Juicy,Old Airport Road,"Beverages, Juices, Fast Food",3.8,200,Yes,No,Low,Average
Shake It Off,Indiranagar,"Beverages, Fast Food",4.2,600,Yes,No,Mid,High Rating
Ciclo Cafe,Indiranagar,"Cafe, Italian, American",4.3,1000,Yes,No,Mid,High Rating
Ice Cream Works,Indiranagar,"Ice Cream, Ice Cream",3.9,300,Yes,No,Low,Average
Kaayal,Jeevan Bhima Nagar,"Kerala, Chinese",3.2,500,Yes,No,Low,Average
Kartik's Mithai Shoppe,Indiranagar,"Mithai, Street Food",4.1,150,Yes,No,Low,High Rating
Bean Flickers,Indiranagar,"Cafe, American, Fast Food, Coffee, Continental",4.3,700,Yes,No,Mid,High Rating
Spicy Corner,Jeevan Bhima Nagar,"Street Food, Fast Food",3.9,250,Yes,No,Low,Average
Sidewalk Cafe & Bar - The Paul Bangalore,Domlur,"European, Italian, Asian",4.2,1500,Yes,Yes,Premium,High Rating
Cafe Braqa,Indiranagar,"Cafe, Italian, Continental, Beverages",4.1,700,Yes,Yes,Mid,High Rating
Johny's Kitchen,Jeevan Bhima Nagar,"North Indian, South Indian",4.1,300,Yes,No,Low,High Rating
Infinitea Tea Room & Tea Store,Indiranagar,"Continental, Cafe, Desserts, Salad, Momos",4.3,1000,Yes,Yes,Mid,High Rating
Chantilly,Indiranagar,"Cafe, Bakery",4.1,450,Yes,No,Low,High Rating
Kanteen 038,Indiranagar,"Tea, Beverages, Fast Food",3.9,200,Yes,No,Low,Average
US Pizza,Kaggadasapura,"Pizza, Italian, Salad",2.4,500,Yes,No,Low,Low Rating
Pait Full,Kaggadasapura,"North Indian, Chinese, Biryani",3.8,750,Yes,No,Mid,Average
Cafe Terra,Indiranagar,"Cafe, Continental, Fast Food",4.2,500,Yes,No,Low,High Rating
Desi Bytes,Old Airport Road,"North Indian, Chinese",3.1,450,Yes,No,Low,Average
Drunken Monkey,Indiranagar,"Beverages, Fast Food",3.9,500,Yes,No,Low,Average
20 Char - Sterlings MAC Hotel,Old Airport Road,"Chinese, Continental, North Indian, South Indian, Arabian",4.0,1400,No,Yes,Premium,High Rating
Zaica Dine & Wine,Indiranagar,North Indian,4.0,1200,Yes,Yes,Premium,High Rating
Big Mummy,Indiranagar,"Fast Food, Biryani",4.0,400,Yes,No,Low,High Rating
Rajan's Cafe,Domlur,"North Indian, Chinese, Fast Food",2.8,300,No,No,Low,Low Rating
Status,Old Airport Road,"Chinese, North Indian",3.6,550,Yes,No,Mid,Average
Meaza Ginger Multi Cuisine Restaurant,Indiranagar,"North Indian, Chinese",3.7,500,Yes,No,Low,Average
Chellappa's,Kaggadasapura,"Chettinad, South Indian, North Indian",3.2,500,Yes,No,Low,Average
Chetty's Coffee,Indiranagar,South Indian,3.9,150,Yes,No,Low,Average
Kevins Kitchen,Koramangala 6th Block,"North Indian, Chinese, Biryani",3.8,400,Yes,No,Low,Average
House of Torte,Kaggadasapura,"Bakery, Cafe, Burger, Fast Food",3.8,450,Yes,No,Low,Average
Suchithra Biryani House,Old Airport Road,"Andhra, Biryani, North Indian",3.7,450,No,No,Low,Average
Hotel Salala,Old Airport Road,"North Indian, South Indian, Chinese, Biryani",3.8,400,No,No,Low,Average
Troll,Indiranagar,"Desserts, Ice Cream",3.8,300,Yes,No,Low,Average
New Leaf Restaurant,Indiranagar,Chinese,3.7,1200,Yes,Yes,Premium,Average
Viceroy's Sarathi,Indiranagar,"North Indian, Chinese, Mughlai",3.8,750,Yes,No,Mid,Average
The Brekkie Shop,Indiranagar,"Healthy Food, Sandwich",3.8,300,Yes,No,Low,Average
Venad Kitchen,Kaggadasapura,Kerala,3.8,300,Yes,No,Low,Average
Lazy Suzy,Indiranagar,"Cafe, Continental, Beverages, Burger, Desserts, Pizza, Bakery, European",4.3,1000,Yes,Yes,Mid,High Rating
Little Orissa Restaurant,Indiranagar,"Oriya, North Indian, Bengali, Chinese",3.9,450,Yes,No,Low,Average
Ramji Chaiwale,Old Airport Road,"Beverages, Fast Food",3.9,250,Yes,No,Low,Average
Chatora Singh,Old Airport Road,"North Indian, Fast Food",3.9,200,Yes,No,Low,Average
Paratha Plaza,Indiranagar,North Indian,3.7,300,Yes,No,Low,Average
Bun Maska Chai,Jeevan Bhima Nagar,"Street Food, Fast Food",3.9,250,Yes,No,Low,Average
Ginseng - Royal Orchid Hotel,Old Airport Road,"Chinese, Thai, Asian",3.9,1900,No,Yes,Premium,Average
Eddy's Cafe,Indiranagar,"Cafe, American, Salad, Continental, Healthy Food, Italian, Coffee, Desserts",4.1,750,Yes,No,Mid,High Rating
Friends Night Kitchen,Koramangala 6th Block,"Italian, Pizza",3.8,400,Yes,No,Low,Average
Kumbakonam Degree Coffee,Indiranagar,"South Indian, Fast Food",3.8,200,No,No,Low,Average
Palki Restaurant,Old Airport Road,"North Indian, Chinese, Biryani, Mangalorean",2.8,500,No,No,Low,Low Rating
Raaga,Indiranagar,"North Indian, Chinese, Continental",3.8,1200,Yes,Yes,Premium,Average
Samosa Party,Jeevan Bhima Nagar,"Street Food, Fast Food",4.1,150,Yes,No,Low,High Rating
BabaYaga's,Indiranagar,"American, Finger Food",4.0,1500,No,Yes,Premium,High Rating
Hello Resto-Pub,Old Airport Road,Continental,4.1,900,Yes,Yes,Mid,High Rating
Mac Fast Food,Old Airport Road,"Fast Food, Chinese",2.7,400,No,No,Low,Low Rating
NH8,Indiranagar,Rajasthani,4.1,800,Yes,Yes,Mid,High Rating
Chungs Pavilion,Indiranagar,Chinese,3.9,700,Yes,No,Mid,Average
House Of Seitan,Indiranagar,"Healthy Food, Burger, Beverages, Cafe, Sandwich, Salad",4.0,700,Yes,No,Mid,High Rating
Raenss Cafe,Indiranagar,"Cafe, Fast Food",2.4,600,Yes,No,Mid,Low Rating
The Teal Door Cafe,Indiranagar,"Cafe, Continental",4.2,800,Yes,No,Mid,High Rating
The Humming Tree,Indiranagar,"Fast Food, European",4.0,2000,No,No,Premium,High Rating
Achayyan's,Indiranagar,"Kerala, South Indian",3.8,350,Yes,No,Low,Average
Kadai Crust - Amma Veetu Samayal,Indiranagar,"Chettinad, South Indian, Biryani",3.8,700,No,No,Mid,Average
The Ants Cafe & Store,Indiranagar,"Cafe, Italian, Fast Food",3.9,800,Yes,Yes,Mid,Average
Gundappa Donne Biryani,Indiranagar,Biryani,2.6,300,No,No,Low,Low Rating
Namdhari's Salad Bar,Indiranagar,"Salad, Fast Food",3.9,400,No,No,Low,Average
The Rolling Pin,Indiranagar,"Bakery, Desserts",4.1,400,No,No,Low,High Rating
Chai Cafe,Indiranagar,Cafe,3.9,200,No,No,Low,Average
La Madeleine Patisserie,Indiranagar,Bakery,3.9,200,No,No,Low,Average
Cross Roads Cafe,Indiranagar,"Cafe, Italian, Tex-Mex, Fast Food, Burger",3.0,500,No,No,Low,Average
Mukati Kitchen,Thippasandra,"North Indian, Continental, Chinese, Italian",3.7,500,Yes,No,Low,Average
Byblos,Indiranagar,"Lebanese, Arabian, Middle Eastern, Salad, Beverages",4.2,1700,Yes,Yes,Premium,High Rating
Lono,Indiranagar,"Continental, Modern Indian",4.2,1500,No,Yes,Premium,High Rating
Loveshack,Domlur,"Continental, Pizza, North Indian, Goan, Cafe",4.0,1600,No,Yes,Premium,High Rating
The French Loaf,Indiranagar,"Bakery, Desserts, Sandwich",3.5,400,Yes,No,Low,Average
Bottle & Glass,Indiranagar,"Continental, Chinese, Italian",4.0,1400,No,Yes,Premium,High Rating
Tandoori Taal,Indiranagar,"Biryani, North Indian",4.3,900,Yes,Yes,Mid,High Rating
Bhartiya Jalpan,Indiranagar,"North Indian, Street Food",4.1,700,No,No,Mid,High Rating
Nandhana Palace,Indiranagar,"Andhra, Biryani, North Indian, Chinese",4.2,800,No,Yes,Mid,High Rating
Sanchez Taqueria & Cantina,Indiranagar,"Mexican, Tex-Mex",4.3,800,No,No,Mid,High Rating
Aaha Andhra,Indiranagar,"Andhra, Biryani, North Indian",4.2,900,No,No,Mid,High Rating
Forage,Indiranagar,"Healthy Food, Beverages, European, Salad",4.2,1500,No,Yes,Premium,High Rating
Anjappar,Indiranagar,"Chettinad, South Indian",3.8,650,No,No,Mid,Average
Waffle Magic,Indiranagar,"Cafe, Desserts",4.2,700,No,No,Mid,High Rating
